Account_No,Withdrawal_amount,Deposit_amount,Balance_amount,Value_date,Data,transaction_details
40906174,761044,0,-27998465,2017-11-15,2017-11-15,Education
40906174,491346,0,-28489811,2017-11-16,2017-11-16,Groceries
40906174,477408,0,-28967219,2017-11-16,2017-11-16,Groceries
40906174,0,964417,-28002802,2017-11-17,2017-11-17,
40906174,0,16114,-27986688,2017-11-17,2017-11-17,
40906174,0,594319,-27392369,2017-11-17,2017-11-17,
40906174,0,15471,-27376898,2017-11-18,2017-11-18,
40906174,0,15866,-27361032,2017-11-18,2017-11-18,
40906174,768901,0,-28129933,2017-11-19,2017-11-19,Entertainment
40906174,0,656725,-27484500,2017-11-20,2017-11-20,
40906174,825639,0,-28310139,2017-11-20,2017-11-20,Entertainment
40906174,0,820760,-27489379,2017-11-20,2017-11-20,
40906174,12874,0,-27502253,2017-11-21,2017-11-21,Bill Sharing
40906174,15383,0,-27517636,2017-11-21,2017-11-21,Utilities
40906174,500946,0,-28018582,2017-11-22,2017-11-22,Healthcare
40906174,0,702912,-27315670,2017-11-22,2017-11-22,
40906174,547544,0,-27863214,2017-11-22,2017-11-22,Groceries
40906174,956870,0,-28820084,2017-11-23,2017-11-23,Rent
40906174,0,469888,-28350196,2017-11-23,2017-11-23,
40906174,896474,0,-29246670,2017-11-23,2017-11-23,Bill Sharing
40906174,0,580448,-29233204,2017-11-24,2017-11-24,
40906174,0,533030,-28700174,2017-11-24,2017-11-24,
40906174,0,889385,-27810789,2017-11-25,2017-11-25,
40906174,0,14984,-27795805,2017-11-26,2017-11-26,
40906174,14178,0,-27809983,2017-11-27,2017-11-27,Bill Sharing
40906174,555563,0,-27790520,2017-11-28,2017-11-28,Education
40906174,456630,0,-28247150,2017-11-28,2017-11-28,Entertainment
40906174,0,824584,-27422566,2017-11-29,2017-11-29,
40906174,664989,0,-28087555,2017-11-29,2017-11-29,Healthcare
40906174,0,874942,-27212613,2017-11-29,2017-11-29,
40906174,16629,0,-27229242,2017-11-30,2017-11-30,Education
40906174,436463,0,-27665705,2017-11-30,2017-11-30,Groceries
40906174,0,412891,-27252814,2017-11-30,2017-11-30,
40906174,0,19355,-27233459,2017-12-01,2017-12-01,
40906174,0,10428,-27223031,2017-12-01,2017-12-01,
40906174,17029,0,-27240060,2017-12-02,2017-12-02,Groceries
40906174,787012,0,-28027072,2017-12-03,2017-12-03,Bill Sharing
40906174,886739,0,-28913811,2017-12-03,2017-12-03,Utilities
40906174,0,878177,-28035634,2017-12-03,2017-12-03,
40906174,0,539486,-27496148,2017-12-04,2017-12-04,
40906174,494477,0,-27990625,2017-12-04,2017-12-04,Bill Sharing
40906174,14791,0,-28005416,2017-12-04,2017-12-04,Transportation
40906174,17734,0,-28023150,2017-12-05,2017-12-05,Transportation
40906174,0,707483,-27315667,2017-12-05,2017-12-05,
40906174,0,13865,-27301802,2017-12-06,2017-12-06,
40906174,0,14743,-27287059,2017-12-07,2017-12-07,
40906174,0,771053,-26516006,2017-12-07,2017-12-07,
40906174,13301,0,-26529307,2017-12-08,2017-12-08,Education
40906174,471810,0,-27001117,2017-12-09,2017-12-09,Utilities
40906174,437700,0,-27438817,2017-12-09,2017-12-09,Rent
40906174,0,653905,-26784912,2017-12-10,2017-12-10,
40906174,14479,0,-26799391,2017-12-10,2017-12-10,Entertainment
40906174,0,18570,-26780821,2017-12-10,2017-12-10,
40906174,0,708452,-26072369,2017-12-11,2017-12-11,
40906174,0,19214,-26053155,2017-12-11,2017-12-11,
40906174,0,452185,-25600970,2017-12-12,2017-12-12,
40906174,0,480427,-25120543,2017-12-12,2017-12-12,
40906174,0,449480,-24671063,2017-12-13,2017-12-13,
40906174,0,15146,-24655917,2017-12-13,2017-12-13,
40906174,742649,0,-25398566,2017-12-14,2017-12-14,Groceries
40906174,0,17596,-25380970,2017-12-15,2017-12-15,
40906174,19711,0,-25400681,2017-12-15,2017-12-15,Bill Sharing
40906174,798750,0,-26232852,2017-12-15,2017-12-15,Education
40906174,0,933002,-25299850,2017-12-16,2017-12-16,
40906174,0,16286,-25283564,2017-12-16,2017-12-16,
40906174,0,462043,-24821521,2017-12-17,2017-12-17,
40906174,0,424715,-24396806,2017-12-17,2017-12-17,
40906174,0,12975,-24383831,2017-12-18,2017-12-18,
40906174,11661,0,-24395492,2017-12-18,2017-12-18,Utilities
40906174,0,548321,-23847171,2017-12-19,2017-12-19,
40906174,0,673526,-23173645,2017-12-20,2017-12-20,
40906174,10225,0,-23183870,2017-12-20,2017-12-20,Bill Sharing
40906174,18650,0,-23202520,2017-12-21,2017-12-21,Education
40906174,12201,0,-23214721,2017-12-21,2017-12-21,Entertainment
40906174,0,19238,-23195483,2017-12-21,2017-12-21,
40906174,822174,0,-24017657,2017-12-22,2017-12-22,Clothes
40906174,19407,0,-24037064,2017-12-23,2017-12-23,Bill Sharing
40906174,16338,0,-24053402,2017-12-24,2017-12-24,Bill Sharing
40906174,0,12412,-24040990,2017-12-25,2017-12-25,
40906174,0,945838,-23095152,2017-12-26,2017-12-26,
40906174,743024,0,-23838176,2017-12-27,2017-12-27,Entertainment
40906174,0,16942,-23821234,2017-12-28,2017-12-28,
40906174,624189,0,-24445423,2017-12-28,2017-12-28,Healthcare
40906174,0,680465,-23764958,2017-12-28,2017-12-28,
40906174,0,15924,-23749034,2017-12-29,2017-12-29,
40906174,10738,0,-23759772,2017-12-29,2017-12-29,Rent
40906174,477900,0,-24237672,2017-12-30,2017-12-30,Utilities
40906174,0,792181,-23445491,2017-12-31,2017-12-31,
40906174,0,19415,-23426076,2017-12-31,2017-12-31,
40906174,0,674862,-22751214,2018-01-01,2018-01-01,
40906174,0,922210,-21829004,2018-01-02,2018-01-02,
40906174,0,887511,-20941493,2018-01-02,2018-01-02,
40906174,10971,0,-20952464,2018-01-02,2018-01-02,Rent
40906174,12196,0,-20964660,2018-01-03,2018-01-03,Rent
40906174,0,10519,-20954141,2018-01-03,2018-01-03,
40906174,768894,0,-20426744,2018-01-04,2018-01-04,Healthcare
40906174,0,668720,-20446523,2018-01-04,2018-01-04,
40906174,0,10737,-20435786,2018-01-04,2018-01-04,
40906174,916456,0,-21352242,2018-01-05,2018-01-05,Groceries
40906174,11249,0,-21363491,2018-01-05,2018-01-05,Groceries
40906174,808068,0,-22171559,2018-01-05,2018-01-05,Utilities
40906174,0,11476,-22160083,2018-01-06,2018-01-06,
40906174,15518,0,-22175601,2018-01-06,2018-01-06,Education
40906174,964275,0,-23139876,2018-01-07,2018-01-07,Healthcare
40906174,0,15514,-23124362,2018-01-07,2018-01-07,
40906174,0,939165,-22185197,2018-01-08,2018-01-08,
40906174,522259,0,-22707456,2018-01-09,2018-01-09,Education
40906174,0,980597,-21726859,2018-01-09,2018-01-09,
40906174,0,844216,-20882643,2018-01-09,2018-01-09,
40906174,16620,0,-20899263,2018-01-10,2018-01-10,Groceries
40906174,0,959709,-19939554,2018-01-11,2018-01-11,
40906174,563519,0,-20503073,2018-01-11,2018-01-11,Rent
40906174,0,930165,-19572908,2018-01-11,2018-01-11,
40906174,11330,0,-19584238,2018-01-12,2018-01-12,Transportation
40906174,0,764944,-18819294,2018-01-13,2018-01-13,
40906174,13019,0,-18832313,2018-01-13,2018-01-13,Utilities
40906174,0,976151,-17856162,2018-01-13,2018-01-13,
40906174,0,18435,-17837727,2018-01-14,2018-01-14,
40906174,0,905250,-16932477,2018-01-14,2018-01-14,
40906174,0,920740,-16011737,2018-01-14,2018-01-14,
40906174,0,688324,-15323413,2018-01-15,2018-01-15,
40906174,12137,0,-15335550,2018-01-15,2018-01-15,Utilities
40906174,0,12247,-15323303,2018-01-15,2018-01-15,
40906174,0,10597,-15312706,2018-01-16,2018-01-16,
40906174,0,880373,-14432333,2018-01-17,2018-01-17,
40906174,0,752831,-15105067,2018-01-17,2018-01-17,
40906174,16695,0,-15121762,2018-01-18,2018-01-18,Healthcare
40906174,0,977353,-14144409,2018-01-18,2018-01-18,
40906174,0,797429,-13346980,2018-01-19,2018-01-19,
40906174,900145,0,-14247125,2018-01-19,2018-01-19,Healthcare
40906174,534011,0,-14781136,2018-01-19,2018-01-19,Entertainment
40906174,414915,0,-15196051,2018-01-20,2018-01-20,Transportation
40906174,0,595028,-14601023,2018-01-20,2018-01-20,
40906174,934720,0,-15535743,2018-01-20,2018-01-20,Groceries
40906174,15781,0,-15551524,2018-01-21,2018-01-21,Entertainment
40906174,18243,0,-15569767,2018-01-22,2018-01-22,Groceries
40906174,12874,0,-15582641,2018-01-22,2018-01-22,Healthcare
40906174,17633,0,-15600274,2018-01-23,2018-01-23,Bill Sharing
40906174,0,18843,-15581431,2018-01-23,2018-01-23,
40906174,0,18218,-15563213,2018-01-24,2018-01-24,
40906174,404456,0,-15967669,2018-01-25,2018-01-25,Utilities
40906174,11026,0,-15978695,2018-01-26,2018-01-26,Utilities
40906174,15287,0,-15993982,2018-01-27,2018-01-27,Bill Sharing
40906174,0,12203,-15981779,2018-01-27,2018-01-27,
40906174,570423,0,-16552202,2018-01-28,2018-01-28,Utilities
40906174,19942,0,-16572144,2018-01-29,2018-01-29,Transportation
40906174,0,715519,-15856625,2018-01-30,2018-01-30,
40906174,13127,0,-15869752,2018-01-31,2018-01-31,Utilities
40906174,19407,0,-15889159,2018-01-31,2018-01-31,Bill Sharing
40906174,13284,0,-15902443,2018-01-31,2018-01-31,Clothes
40906174,15424,0,-15917867,2018-02-01,2018-02-01,Utilities
40906174,867864,0,-16785731,2018-02-01,2018-02-01,Healthcare
40906174,0,649730,-16136001,2018-02-01,2018-02-01,
40906174,0,535977,-15600024,2018-02-02,2018-02-02,
40906174,11574,0,-15611598,2018-02-02,2018-02-02,Education
40906174,696729,0,-16308327,2018-02-03,2018-02-03,Utilities
40906174,516920,0,-16825247,2018-02-03,2018-02-03,Utilities
40906174,11287,0,-16836534,2018-02-04,2018-02-04,Entertainment
40906174,0,10661,-16825873,2018-02-04,2018-02-04,
40906174,0,695076,-16130797,2018-02-04,2018-02-04,
40906174,0,19026,-16111771,2018-02-05,2018-02-05,
40906174,0,19901,-16091870,2018-02-05,2018-02-05,
40906174,18995,0,-16110865,2018-02-06,2018-02-06,Clothes
40906174,0,756204,-15354661,2018-02-06,2018-02-06,
40906174,0,528671,-14825990,2018-02-07,2018-02-07,
40906174,993869,0,-15819859,2018-02-08,2018-02-08,Bill Sharing
40906174,0,10765,-15809094,2018-02-08,2018-02-08,
40906174,0,914240,-14894854,2018-02-08,2018-02-08,
40906174,739444,0,-14015410,2018-02-09,2018-02-09,Healthcare
40906174,556870,0,-14572280,2018-02-09,2018-02-09,Transportation
40906174,18346,0,-14590626,2018-02-10,2018-02-10,Healthcare
40906174,661956,0,-15252582,2018-02-11,2018-02-11,Clothes
40906174,0,14994,-15237588,2018-02-12,2018-02-12,
40906174,17051,0,-15254639,2018-02-13,2018-02-13,Clothes
40906174,17775,0,-15272414,2018-02-14,2018-02-14,Education
40906174,0,19053,-15253361,2018-02-14,2018-02-14,
40906174,0,12980,-15240381,2018-02-14,2018-02-14,
40906174,0,940976,-14299405,2018-02-15,2018-02-15,
40906174,0,736923,-13714803,2018-02-15,2018-02-15,
40906174,522888,0,-14237691,2018-02-16,2018-02-16,Entertainment
40906174,0,13048,-14224643,2018-02-16,2018-02-16,
40906174,18416,0,-14243059,2018-02-16,2018-02-16,Entertainment
40906174,11853,0,-14254912,2018-02-17,2018-02-17,Transportation
40906174,17711,0,-14272623,2018-02-17,2018-02-17,Clothes
40906174,0,409782,-13862841,2018-02-18,2018-02-18,
40906174,0,17276,-13845565,2018-02-18,2018-02-18,
40906174,0,790538,-13055027,2018-02-19,2018-02-19,
40906174,0,600481,-12454546,2018-02-19,2018-02-19,
40906174,10564,0,-12465110,2018-02-19,2018-02-19,Utilities
40906174,0,568593,-11896517,2018-02-20,2018-02-20,
40906174,0,11363,-11885154,2018-02-21,2018-02-21,
40906174,693897,0,-12579051,2018-02-21,2018-02-21,Groceries
40906174,0,11874,-12567177,2018-02-21,2018-02-21,
40906174,0,443720,-12123457,2018-02-22,2018-02-22,
40906174,0,938055,-11185402,2018-02-22,2018-02-22,
40906174,0,520835,-10664567,2018-02-23,2018-02-23,
40906174,0,639994,-10024573,2018-02-23,2018-02-23,
40906174,0,563446,-9461127,2018-02-24,2018-02-24,
40906174,0,617351,-8843776,2018-02-24,2018-02-24,
40906174,0,904561,-7939215,2018-02-24,2018-02-24,
40906174,19552,0,-7958767,2018-02-25,2018-02-25,Groceries
40906174,0,17467,-7941300,2018-02-25,2018-02-25,
40906174,0,989337,-6951963,2018-02-26,2018-02-26,
40906174,782108,0,-7734071,2018-02-26,2018-02-26,Rent
40906174,15027,0,-7749098,2018-02-26,2018-02-26,Bill Sharing
40906174,960133,0,-8709231,2018-02-27,2018-02-27,Entertainment
40906174,15380,0,-8724611,2018-02-27,2018-02-27,Groceries
40906174,0,731711,-7992900,2018-02-27,2018-02-27,
40906174,691286,0,-8684186,2018-02-28,2018-02-28,Groceries
40906174,0,480522,-8203664,2018-02-28,2018-02-28,
40906174,19598,0,-8223262,2018-03-01,2018-03-01,Transportation
40906174,472213,0,-8695475,2018-03-01,2018-03-01,Healthcare
40906174,0,12402,-8683073,2018-03-02,2018-03-02,
40906174,593744,0,-9276817,2018-03-02,2018-03-02,Healthcare
40906174,979066,0,-9263138,2018-03-02,2018-03-02,Education
40906174,0,12900,-9250238,2018-03-03,2018-03-03,
40906174,917532,0,-10167770,2018-03-04,2018-03-04,Education
40906174,0,15753,-10152017,2018-03-05,2018-03-05,
40906174,0,828797,-9323220,2018-03-05,2018-03-05,
40906174,15721,0,-9338941,2018-03-05,2018-03-05,Utilities
40906174,537071,0,-9876012,2018-03-06,2018-03-06,Groceries
40906174,562825,0,-10438837,2018-03-06,2018-03-06,Rent
40906174,612197,0,-9937808,2018-03-06,2018-03-06,Education
40906174,0,658860,-9278948,2018-03-07,2018-03-07,
40906174,17945,0,-9296893,2018-03-07,2018-03-07,Clothes
40906174,13898,0,-9310791,2018-03-08,2018-03-08,Education
40906174,0,18998,-9291793,2018-03-09,2018-03-09,
40906174,0,17646,-9274147,2018-03-09,2018-03-09,
40906174,0,11499,-9262648,2018-03-10,2018-03-10,
40906174,0,16349,-9246299,2018-03-10,2018-03-10,
40906174,0,763079,-8483220,2018-03-10,2018-03-10,
40906174,421385,0,-8904605,2018-03-11,2018-03-11,Clothes
40906174,0,825383,-8079222,2018-03-12,2018-03-12,
40906174,859931,0,-8939153,2018-03-12,2018-03-12,Bill Sharing
40906174,0,11457,-8927696,2018-03-12,2018-03-12,
40906174,10024,0,-8937720,2018-03-13,2018-03-13,Utilities
40906174,11741,0,-8949461,2018-03-13,2018-03-13,Entertainment
40906174,0,17317,-8932144,2018-03-14,2018-03-14,
40906174,0,920487,-8011657,2018-03-14,2018-03-14,
40906174,711840,0,-8723497,2018-03-15,2018-03-15,Education
40906174,0,993586,-7729911,2018-03-15,2018-03-15,
40906174,0,899315,-6830596,2018-03-16,2018-03-16,
40906174,740849,0,-7571445,2018-03-17,2018-03-17,Groceries
40906174,796084,0,-8367529,2018-03-17,2018-03-17,Groceries
40906174,0,576042,-7791487,2018-03-17,2018-03-17,
40906174,0,592992,-7198495,2018-03-18,2018-03-18,
40906174,633489,0,-7831984,2018-03-18,2018-03-18,Bill Sharing
40906174,16303,0,-7848287,2018-03-19,2018-03-19,Entertainment
40906174,0,609630,-7238657,2018-03-19,2018-03-19,
40906174,574825,0,-7813482,2018-03-20,2018-03-20,Bill Sharing
40906174,0,623276,-7190206,2018-03-20,2018-03-20,
40906174,650057,0,-7840263,2018-03-20,2018-03-20,Rent
40906174,647974,0,-8488237,2018-03-21,2018-03-21,Utilities
40906174,0,919124,-7569113,2018-03-21,2018-03-21,
40906174,0,15094,-7554019,2018-03-21,2018-03-21,
40906174,10228,0,-7564247,2018-03-22,2018-03-22,Groceries
40906174,0,12782,-7551465,2018-03-22,2018-03-22,
40906174,0,10900,-7540565,2018-03-23,2018-03-23,
40906174,17273,0,-7557838,2018-03-23,2018-03-23,Education
40906174,12247,0,-7570085,2018-03-24,2018-03-24,Healthcare
40906174,810797,0,-8380882,2018-03-24,2018-03-24,Education
40906174,11376,0,-8392258,2018-03-25,2018-03-25,Education
40906174,415607,0,-8807865,2018-03-26,2018-03-26,Entertainment
40906174,0,13984,-8793881,2018-03-26,2018-03-26,
40906174,822362,0,-9616243,2018-03-26,2018-03-26,Bill Sharing
40906174,0,13169,-9603074,2018-03-27,2018-03-27,
40906174,0,582514,-9020560,2018-03-27,2018-03-27,
40906174,0,526424,-8494136,2018-03-27,2018-03-27,
40906174,654661,0,-9148797,2018-03-28,2018-03-28,Clothes
40906174,0,667324,-8481473,2018-03-28,2018-03-28,
40906174,10683,0,-8492156,2018-03-28,2018-03-28,Entertainment
40906174,0,822246,-7669910,2018-03-29,2018-03-29,
40906174,763097,0,-8433007,2018-03-30,2018-03-30,Rent
40906174,0,10508,-8422499,2018-03-30,2018-03-30,
40906174,0,19056,-8403443,2018-03-30,2018-03-30,
40906174,11685,0,-8415128,2018-03-31,2018-03-31,Utilities
40906174,17754,0,-8432882,2018-04-01,2018-04-01,Entertainment
40906174,558615,0,-8991497,2018-04-02,2018-04-02,Groceries
40906174,16705,0,-9008202,2018-04-02,2018-04-02,Transportation
40906174,10734,0,-9018936,2018-04-03,2018-04-03,Utilities
40906174,458306,0,-8040377,2018-04-04,2018-04-04,Healthcare
40906174,0,17727,-8022650,2018-04-04,2018-04-04,
40906174,911698,0,-8934348,2018-04-05,2018-04-05,Clothes
40906174,659232,0,-9593580,2018-04-05,2018-04-05,Entertainment
40906174,726356,0,-10319936,2018-04-05,2018-04-05,Clothes
40906174,409601,0,-10729537,2018-04-06,2018-04-06,Entertainment
40906174,0,11198,-10718339,2018-04-07,2018-04-07,
40906174,0,630866,-11561910,2018-04-07,2018-04-07,
40906174,409001,0,-11970911,2018-04-07,2018-04-07,Utilities
40906174,0,12956,-11957955,2018-04-08,2018-04-08,
40906174,635120,0,-12593075,2018-04-08,2018-04-08,Transportation
40906174,0,12416,-12580659,2018-04-08,2018-04-08,
40906174,0,669022,-11911637,2018-04-09,2018-04-09,
40906174,700027,0,-12611664,2018-04-09,2018-04-09,Clothes
40906174,0,18483,-12593181,2018-04-09,2018-04-09,
40906174,822508,0,-13415689,2018-04-10,2018-04-10,Groceries
40906174,0,14752,-13400937,2018-04-10,2018-04-10,
40906174,0,770117,-12630820,2018-04-11,2018-04-11,
40906174,15844,0,-12646664,2018-04-12,2018-04-12,Entertainment
40906174,571925,0,-13218589,2018-04-13,2018-04-13,Healthcare
40906174,407577,0,-13626166,2018-04-14,2018-04-14,Utilities
40906174,872353,0,-14498519,2018-04-14,2018-04-14,Bill Sharing
40906174,567127,0,-15065646,2018-04-15,2018-04-15,Bill Sharing
40906174,669253,0,-15734899,2018-04-15,2018-04-15,Healthcare
40906174,0,965433,-14769466,2018-04-15,2018-04-15,
40906174,0,15689,-14753777,2018-04-16,2018-04-16,
40906174,0,14037,-14739740,2018-04-17,2018-04-17,
40906174,0,838966,-13900774,2018-04-17,2018-04-17,
40906174,403451,0,-14304225,2018-04-17,2018-04-17,Utilities
40906174,0,16585,-14287640,2018-04-18,2018-04-18,
40906174,0,11186,-14276454,2018-04-19,2018-04-19,
40906174,691959,0,-13659984,2018-04-19,2018-04-19,Healthcare
40906174,530377,0,-14190361,2018-04-19,2018-04-19,Bill Sharing
40906174,470031,0,-14660392,2018-04-20,2018-04-20,Groceries
40906174,877948,0,-15538340,2018-04-21,2018-04-21,Bill Sharing
40906174,0,419302,-15119038,2018-04-22,2018-04-22,
40906174,0,12357,-15106681,2018-04-22,2018-04-22,
40906174,493742,0,-15600423,2018-04-22,2018-04-22,Utilities
40906174,16535,0,-15616958,2018-04-23,2018-04-23,Rent
40906174,0,14863,-15602095,2018-04-23,2018-04-23,
40906174,0,810152,-15113689,2018-04-23,2018-04-23,
40906174,11164,0,-15124853,2018-04-24,2018-04-24,Healthcare
40906174,0,896733,-14228120,2018-04-25,2018-04-25,
40906174,648093,0,-14876213,2018-04-26,2018-04-26,Clothes
40906174,0,699519,-14176694,2018-04-26,2018-04-26,
40906174,0,808227,-13368467,2018-04-26,2018-04-26,
40906174,0,821115,-12547352,2018-04-27,2018-04-27,
40906174,811413,0,-13358765,2018-04-27,2018-04-27,Education
40906174,0,791325,-12567440,2018-04-28,2018-04-28,
40906174,0,562355,-12005085,2018-04-28,2018-04-28,
40906174,0,13867,-11991218,2018-04-29,2018-04-29,
40906174,0,851977,-11139241,2018-04-29,2018-04-29,
40906174,607255,0,-11746496,2018-04-29,2018-04-29,Clothes
40906174,0,17995,-11728501,2018-04-30,2018-04-30,
40906174,914135,0,-12689264,2018-04-30,2018-04-30,Education
40906174,904941,0,-13594205,2018-04-30,2018-04-30,Healthcare
40906174,0,630852,-12963353,2018-05-01,2018-05-01,
40906174,0,797262,-12166091,2018-05-01,2018-05-01,
40906174,990431,0,-13156522,2018-05-02,2018-05-02,Groceries
40906174,0,14639,-13141883,2018-05-02,2018-05-02,
40906174,19092,0,-13160975,2018-05-03,2018-05-03,Rent
40906174,0,12329,-13148646,2018-05-04,2018-05-04,
40906174,0,17448,-13131198,2018-05-04,2018-05-04,
40906174,806198,0,-13937396,2018-05-04,2018-05-04,Groceries
40906174,0,649941,-13287455,2018-05-05,2018-05-05,
40906174,753355,0,-14040810,2018-05-05,2018-05-05,Transportation
40906174,0,13130,-14027680,2018-05-06,2018-05-06,
40906174,989023,0,-15016703,2018-05-07,2018-05-07,Healthcare
40906174,0,966085,-14050618,2018-05-08,2018-05-08,
40906174,0,774667,-13275951,2018-05-08,2018-05-08,
40906174,0,422970,-12852981,2018-05-08,2018-05-08,
40906174,816347,0,-13669328,2018-05-09,2018-05-09,Clothes
40906174,0,513332,-13155996,2018-05-09,2018-05-09,
40906174,719289,0,-13875285,2018-05-09,2018-05-09,Utilities
40906174,816468,0,-14691753,2018-05-10,2018-05-10,Transportation
40906174,0,999218,-13692535,2018-05-10,2018-05-10,
40906174,778363,0,-14470898,2018-05-11,2018-05-11,Utilities
40906174,932620,0,-14483984,2018-05-11,2018-05-11,Education
40906174,0,599126,-13884858,2018-05-11,2018-05-11,
40906174,0,801800,-13083058,2018-05-12,2018-05-12,
40906174,681904,0,-13764962,2018-05-12,2018-05-12,Bill Sharing
40906174,0,13786,-13751176,2018-05-13,2018-05-13,
40906174,861825,0,-14613001,2018-05-14,2018-05-14,Rent
40906174,17529,0,-14630530,2018-05-14,2018-05-14,Healthcare
40906174,918314,0,-15548844,2018-05-15,2018-05-15,Bill Sharing
40906174,0,944566,-14604278,2018-05-15,2018-05-15,
40906174,0,12100,-14592178,2018-05-15,2018-05-15,
40906174,0,14968,-14577210,2018-05-16,2018-05-16,
40906174,649591,0,-15226801,2018-05-17,2018-05-17,Bill Sharing
40906174,450257,0,-15677058,2018-05-17,2018-05-17,Transportation
40906174,0,999511,-14677547,2018-05-17,2018-05-17,
40906174,14671,0,-14692218,2018-05-18,2018-05-18,Utilities
40906174,553426,0,-15245644,2018-05-19,2018-05-19,Utilities
40906174,12222,0,-15257866,2018-05-19,2018-05-19,Utilities
40906174,0,19295,-15238571,2018-05-19,2018-05-19,
40906174,747056,0,-15985627,2018-05-20,2018-05-20,Utilities
40906174,16998,0,-16002625,2018-05-21,2018-05-21,Education
40906174,447602,0,-16450227,2018-05-22,2018-05-22,Clothes
40906174,0,16818,-16433409,2018-05-22,2018-05-22,
40906174,0,837758,-15595651,2018-05-22,2018-05-22,
40906174,0,719702,-14875949,2018-05-23,2018-05-23,
40906174,13770,0,-14889719,2018-05-23,2018-05-23,Clothes
40906174,0,10470,-14879249,2018-05-23,2018-05-23,
40906174,566202,0,-15445451,2018-05-24,2018-05-24,Groceries
40906174,16978,0,-15462429,2018-05-25,2018-05-25,Utilities
40906174,0,544248,-14918181,2018-05-25,2018-05-25,
40906174,0,790600,-14127581,2018-05-26,2018-05-26,
40906174,0,498203,-13629378,2018-05-27,2018-05-27,
40906174,0,612653,-13016725,2018-05-27,2018-05-27,
40906174,0,829458,-12187267,2018-05-28,2018-05-28,
40906174,11479,0,-12198746,2018-05-28,2018-05-28,Bill Sharing
40906174,719581,0,-12918327,2018-05-29,2018-05-29,Utilities
40906174,15898,0,-12934225,2018-05-29,2018-05-29,Bill Sharing
40906174,12351,0,-12946576,2018-05-30,2018-05-30,Clothes
40906174,18050,0,-12964626,2018-05-30,2018-05-30,Healthcare
40906174,917820,0,-13882446,2018-05-31,2018-05-31,Rent
40906174,0,532552,-13349894,2018-05-31,2018-05-31,
40906174,821019,0,-14170913,2018-05-31,2018-05-31,Entertainment
40906174,0,17218,-14153695,2018-06-01,2018-06-01,
40906174,532420,0,-14686115,2018-06-02,2018-06-02,Education
40906174,10634,0,-14696749,2018-06-02,2018-06-02,Bill Sharing
40906174,704780,0,-15401529,2018-06-02,2018-06-02,Clothes
40906174,0,447908,-14953621,2018-06-03,2018-06-03,
40906174,0,976556,-13977065,2018-06-03,2018-06-03,
40906174,0,960257,-14602077,2018-06-03,2018-06-03,
40906174,579712,0,-15181789,2018-06-04,2018-06-04,Utilities
40906174,0,886777,-14295012,2018-06-04,2018-06-04,
40906174,536351,0,-14831363,2018-06-05,2018-06-05,Healthcare
40906174,587925,0,-15419288,2018-06-05,2018-06-05,Entertainment
40906174,16649,0,-15435937,2018-06-05,2018-06-05,Education
40906174,430328,0,-15425341,2018-06-06,2018-06-06,Healthcare
40906174,0,858545,-14566796,2018-06-06,2018-06-06,
40906174,15341,0,-14582137,2018-06-07,2018-06-07,Clothes
40906174,0,573999,-14008138,2018-06-07,2018-06-07,
40906174,11209,0,-14019347,2018-06-08,2018-06-08,Transportation
40906174,530422,0,-14549769,2018-06-08,2018-06-08,Rent
40906174,0,19713,-14530056,2018-06-09,2018-06-09,
40906174,0,13632,-14516424,2018-06-09,2018-06-09,
40906174,12893,0,-14529317,2018-06-10,2018-06-10,Transportation
40906174,0,10857,-14518460,2018-06-11,2018-06-11,
40906174,0,886491,-13631969,2018-06-12,2018-06-12,
40906174,880771,0,-14534655,2018-06-12,2018-06-12,Healthcare
40906174,0,555435,-13979220,2018-06-12,2018-06-12,
40906174,887017,0,-14866237,2018-06-13,2018-06-13,Healthcare
40906174,15288,0,-14881525,2018-06-14,2018-06-14,Education
40906174,0,910392,-13971133,2018-06-14,2018-06-14,
40906174,0,745006,-13226127,2018-06-14,2018-06-14,
40906174,520113,0,-13746240,2018-06-15,2018-06-15,Clothes
40906174,967763,0,-14714003,2018-06-16,2018-06-16,Utilities
40906174,0,15732,-14698271,2018-06-16,2018-06-16,
40906174,532676,0,-15230947,2018-06-17,2018-06-17,Rent
40906174,0,13494,-15217453,2018-06-18,2018-06-18,
40906174,0,11546,-15205907,2018-06-19,2018-06-19,
40906174,707412,0,-15913319,2018-06-19,2018-06-19,Rent
40906174,984890,0,-16898209,2018-06-20,2018-06-20,Bill Sharing
40906174,654598,0,-17552807,2018-06-20,2018-06-20,Healthcare
40906174,14136,0,-17566943,2018-06-20,2018-06-20,Rent
40906174,804735,0,-18371678,2018-06-21,2018-06-21,Utilities
40906174,19477,0,-18391155,2018-06-22,2018-06-22,Entertainment
40906174,0,917038,-17474117,2018-06-22,2018-06-22,
40906174,10825,0,-17484942,2018-06-22,2018-06-22,Clothes
40906174,0,838959,-16645983,2018-06-23,2018-06-23,
40906174,15419,0,-16661402,2018-06-24,2018-06-24,Healthcare
40906174,441046,0,-17102448,2018-06-25,2018-06-25,Transportation
40906174,18392,0,-17120840,2018-06-25,2018-06-25,Clothes
40906174,779787,0,-17900627,2018-06-26,2018-06-26,Bill Sharing
40906174,14647,0,-17915274,2018-06-26,2018-06-26,Entertainment
